president,speech_date,year,title,url,source_file,word_count,self_count,collective_count,self_per_1k,collective_per_1k,self_share,speech_type,is_sotu_series,delivery_mode
Richard M. Nixon,1974-08-08,1974,"August 8, 1974: Address to the Nation Announcing Decision To Resign the Office of President",https://millercenter.org/the-presidency/presidential-speeches/august-8-1974-address-nation-announcing-decision-resign-office,"Richard_M._Nixon_1974-08-08T13:00:00-04:00_August_8,_1974:_Address_to_the_Nation_Announcing_Decision_To_Resign_the_Office_of_President.json",1792,83,40,46.32,22.32,0.6748,Other,False,spoken_era
Richard M. Nixon,1974-08-09,1974,"August 9, 1974: Remarks on Departure From the White House",https://millercenter.org/the-presidency/presidential-speeches/august-9-1974-remarks-departure-white-house,"Richard_M._Nixon_1974-08-09T13:00:00-04:00_August_9,_1974:_Remarks_on_Departure_From_the_White_House.json",1818,71,54,39.05,29.7,0.568,Other,False,spoken_era
Ronald Reagan,1964-10-27,1964,"October 27, 1964: ""A Time for Choosing""",https://millercenter.org/the-presidency/presidential-speeches/october-27-1964-time-choosing,"Ronald_Reagan_1964-10-27T13:00:00-05:00_October_27,_1964:_""A_Time_for_Choosing"".json",4575,50,172,10.93,37.6,0.2252,Other,False,spoken_era
Ronald Reagan,1976-08-19,1976,"August 19, 1976: Remarks at the Republican National Convention",https://millercenter.org/the-presidency/presidential-speeches/august-19-1976-remarks-republican-national-convention,"Ronald_Reagan_1976-08-19T13:00:00-04:00_August_19,_1976:_Remarks_at_the_Republican_National_Convention.json",771,19,33,24.64,42.8,0.3654,Other,False,spoken_era
Ronald Reagan,1979-11-13,1979,"November 13, 1979: Announcement for Presidential Candidacy",https://millercenter.org/the-presidency/presidential-speeches/november-13-1979-announcement-presidential-candidacy,"Ronald_Reagan_1979-11-13T13:00:00-05:00_November_13,_1979:_Announcement_for_Presidential_Candidacy.json",3671,55,169,14.98,46.04,0.2455,Other,False,spoken_era
Ronald Reagan,1980-07-17,1980,"July 17, 1980: Republican National Convention",https://millercenter.org/the-presidency/presidential-speeches/july-17-1980-republican-national-convention,"Ronald_Reagan_1980-07-17T14:00:00-04:00_July_17,_1980:_Republican_National_Convention.json",4656,68,210,14.6,45.1,0.2446,Other,False,spoken_era
Ronald Reagan,1981-01-20,1981,"January 20, 1981: First Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/january-20-1981-first-inaugural-address,"Ronald_Reagan_1981-01-20T13:00:00-05:00_January_20,_1981:_First_Inaugural_Address.json",2424,31,144,12.79,59.41,0.1771,Inaugural Address,False,spoken_era
Ronald Reagan,1981-01-29,1981,"January 29, 1981: First Press Conference",https://millercenter.org/the-presidency/presidential-speeches/january-29-1981-first-press-conference,"Ronald_Reagan_1981-01-29T13:00:00-05:00_January_29,_1981:_First_Press_Conference.json",4460,116,97,26.01,21.75,0.5446,Press/News Conference,False,spoken_era
Ronald Reagan,1981-04-28,1981,"April 28, 1981: Address on the Program for Economic Recovery",https://millercenter.org/the-presidency/presidential-speeches/april-28-1981-address-program-economic-recovery,"Ronald_Reagan_1981-04-28T14:00:00-04:00_April_28,_1981:_Address_on_the_Program_for_Economic_Recovery.json",2404,51,89,21.21,37.02,0.3643,Other,False,spoken_era
Ronald Reagan,1981-05-17,1981,"May 17, 1981: Address at University of Notre Dame",https://millercenter.org/the-presidency/presidential-speeches/may-17-1981-address-university-notre-dame,"Ronald_Reagan_1981-05-17T14:00:00-04:00_May_17,_1981:_Address_at_University_of_Notre_Dame.json",3225,65,52,20.16,16.12,0.5556,Other,False,spoken_era
Ronald Reagan,1981-06-29,1981,"June 29, 1981: Speech to the NAACP Annual Convention",https://millercenter.org/the-presidency/presidential-speeches/june-29-1981-speech-naacp-annual-convention,"Ronald_Reagan_1981-06-29T14:00:00-04:00_June_29,_1981:_Speech_to_the_NAACP_Annual_Convention.json",3874,84,90,21.68,23.23,0.4828,Other,False,spoken_era
Ronald Reagan,1981-07-27,1981,"July 27, 1981: Address on Federal Tax Reduction Legislation",https://millercenter.org/the-presidency/presidential-speeches/july-27-1981-address-federal-tax-reduction-legislation,"Ronald_Reagan_1981-07-27T14:00:00-04:00_July_27,_1981:_Address_on_Federal_Tax_Reduction_Legislation.json",3423,50,88,14.61,25.71,0.3623,Other,False,spoken_era
Ronald Reagan,1981-08-03,1981,"August 3, 1981: Remarks on the Air Traffic Controllers Strike",https://millercenter.org/the-presidency/presidential-speeches/august-3-1981-remarks-air-traffic-controllers-strike,"Ronald_Reagan_1981-08-03T14:00:00-04:00_August_3,_1981:_Remarks_on_the_Air_Traffic_Controllers_Strike.json",2435,47,57,19.3,23.41,0.4519,Other,False,spoken_era
Ronald Reagan,1981-11-18,1981,"November 18, 1981: Speech on the Strategic Arms Reduction Talks",https://millercenter.org/the-presidency/presidential-speeches/november-18-1981-speech-strategic-arms-reduction-talks,"Ronald_Reagan_1981-11-18T13:00:00-05:00_November_18,_1981:_Speech_on_the_Strategic_Arms_Reduction_Talks.json",3240,52,95,16.05,29.32,0.3537,Other,False,spoken_era
Ronald Reagan,1981-12-23,1981,"December 23, 1981: Address to the Nation on Christmas and the Situation in Poland",https://millercenter.org/the-presidency/presidential-speeches/december-23-1981-address-nation-christmas-and-situation-poland,"Ronald_Reagan_1981-12-23T13:00:00-05:00_December_23,_1981:_Address_to_the_Nation_on_Christmas_and_the_Situation_in_Poland.json",2175,22,72,10.11,33.1,0.234,Other,False,spoken_era
Ronald Reagan,1982-01-26,1982,"January 26, 1982: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-26-1982-state-union-address,"Ronald_Reagan_1982-01-26T13:00:00-05:00_January_26,_1982:_State_of_the_Union_Address.json",5133,45,199,8.77,38.77,0.1844,State of the Union,True,spoken_era
Ronald Reagan,1982-06-08,1982,"June 8, 1982: Address to the British Parliament",https://millercenter.org/the-presidency/presidential-speeches/june-8-1982-address-british-parliament,"Ronald_Reagan_1982-06-08T14:00:00-04:00_June_8,_1982:_Address_to_the_British_Parliament.json",4416,35,112,7.93,25.36,0.2381,Other,False,spoken_era
Ronald Reagan,1982-06-09,1982,"June 9, 1982: Address to the Bundestag in West Germany",https://millercenter.org/the-presidency/presidential-speeches/june-9-1982-address-bundestag-west-germany,"Ronald_Reagan_1982-06-09T14:00:00-04:00_June_9,_1982:_Address_to_the_Bundestag_in_West_Germany.json",3425,47,141,13.72,41.17,0.25,Other,False,spoken_era
Ronald Reagan,1982-06-17,1982,"June 17, 1982: Speech to the United Nations General Assembly",https://millercenter.org/the-presidency/presidential-speeches/june-17-1982-speech-united-nations-general-assembly,"Ronald_Reagan_1982-06-17T14:00:00-04:00_June_17,_1982:_Speech_to_the_United_Nations_General_Assembly.json",3497,36,110,10.29,31.46,0.2466,Other,False,spoken_era
Ronald Reagan,1982-08-16,1982,"August 16, 1982: Address on Tax and Budget Legislation",https://millercenter.org/the-presidency/presidential-speeches/august-16-1982-address-tax-and-budget-legislation,"Ronald_Reagan_1982-08-16T14:00:00-04:00_August_16,_1982:_Address_on_Tax_and_Budget_Legislation.json",2986,40,89,13.4,29.81,0.3101,Other,False,spoken_era
Ronald Reagan,1982-09-01,1982,"September 1, 1982: Speech to the Nation on U.S. Policy in the Middle East",https://millercenter.org/the-presidency/presidential-speeches/september-1-1982-speech-nation-us-policy-middle-east,"Ronald_Reagan_1982-09-01T14:00:00-04:00_September_1,_1982:_Speech_to_the_Nation_on_U.S._Policy_in_the_Middle_East.json",2920,32,64,10.96,21.92,0.3333,Other,False,spoken_era
Ronald Reagan,1982-09-20,1982,"September 20, 1982: Address to the Nation on Lebanon",https://millercenter.org/the-presidency/presidential-speeches/september-20-1982-address-nation-lebanon,"Ronald_Reagan_1982-09-20T14:00:00-04:00_September_20,_1982:_Address_to_the_Nation_on_Lebanon.json",1274,12,41,9.42,32.18,0.2264,Other,False,spoken_era
Ronald Reagan,1983-01-25,1983,"January 25, 1983: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-25-1983-state-union-address,"Ronald_Reagan_1983-01-25T13:00:00-05:00_January_25,_1983:_State_of_the_Union_Address.json",5566,53,238,9.52,42.76,0.1821,State of the Union,True,spoken_era
Ronald Reagan,1983-02-18,1983,"February 18, 1983: Speech at the Conservative Political Action Conference",https://millercenter.org/the-presidency/presidential-speeches/february-18-1983-speech-conservative-political-action,"Ronald_Reagan_1983-02-18T13:00:00-05:00_February_18,_1983:_Speech_at_the_Conservative_Political_Action_Conference.json",4988,69,159,13.83,31.88,0.3026,Other,False,spoken_era
Ronald Reagan,1983-03-08,1983,"March 8, 1983: ""Evil Empire"" Speech",https://millercenter.org/the-presidency/presidential-speeches/march-8-1983-evil-empire-speech,"Ronald_Reagan_1983-03-08T13:00:00-05:00_March_8,_1983:_""Evil_Empire""_Speech.json",3867,84,84,21.72,21.72,0.5,Other,False,spoken_era
Ronald Reagan,1983-03-23,1983,"March 23, 1983: Address to the Nation on National Security",https://millercenter.org/the-presidency/presidential-speeches/march-23-1983-address-nation-national-security,"Ronald_Reagan_1983-03-23T13:00:00-05:00_March_23,_1983:_Address_to_the_Nation_on_National_Security.json",4480,52,204,11.61,45.54,0.2031,Other,False,spoken_era
Ronald Reagan,1983-04-27,1983,"April 27, 1983: Address on Central America",https://millercenter.org/the-presidency/presidential-speeches/april-27-1983-address-central-america,"Ronald_Reagan_1983-04-27T14:00:00-04:00_April_27,_1983:_Address_on_Central_America.json",4308,37,112,8.59,26.0,0.2483,Other,False,spoken_era
Ronald Reagan,1983-09-05,1983,"September 5, 1983: Speech on the Soviet Attack on a Korean Airliner",https://millercenter.org/the-presidency/presidential-speeches/september-5-1983-speech-soviet-attack-korean-airliner,"Ronald_Reagan_1983-09-05T14:00:00-04:00_September_5,_1983:_Speech_on_the_Soviet_Attack_on_a_Korean_Airliner.json",2559,19,85,7.42,33.22,0.1827,Other,False,spoken_era
Ronald Reagan,1983-10-27,1983,"October 27, 1983: Speech to the Nation on Lebanon and Grenada",https://millercenter.org/the-presidency/presidential-speeches/october-27-1983-speech-nation-lebanon-and-grenada,"Ronald_Reagan_1983-10-27T13:00:00-04:00_October_27,_1983:_Speech_to_the_Nation_on_Lebanon_and_Grenada.json",8275,84,294,10.15,35.53,0.2222,Other,False,spoken_era
Ronald Reagan,1983-11-02,1983,"November 2, 1983: Speech on the Creation of the Martin Luther King, Jr., National Holiday",https://millercenter.org/the-presidency/presidential-speeches/november-2-1983-speech-creation-martin-luther-king-jr-national,"Ronald_Reagan_1983-11-02T13:00:00-05:00_November_2,_1983:_Speech_on_the_Creation_of_the_Martin_Luther_King,_Jr.,_National_Holiday.json",853,6,19,7.03,22.27,0.24,Other,False,spoken_era
Ronald Reagan,1983-11-04,1983,"November 4, 1983: Remarks on U.S. Casualties in Lebanon and Grenada",https://millercenter.org/the-presidency/presidential-speeches/november-4-1983-remarks-us-casualties-lebanon-and-grenada,"Ronald_Reagan_1983-11-04T13:00:00-05:00_November_4,_1983:_Remarks_on_U.S._Casualties_in_Lebanon_and_Grenada.json",987,9,50,9.12,50.66,0.1525,Other,False,spoken_era
Ronald Reagan,1984-01-25,1984,"January 25, 1984: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-25-1984-state-union-address,"Ronald_Reagan_1984-01-25T13:00:00-05:00_January_25,_1984:_State_of_the_Union_Address.json",4930,49,233,9.94,47.26,0.1738,State of the Union,True,spoken_era
Ronald Reagan,1984-01-29,1984,"January 29, 1984: Address Announcing His Candidacy for Reelection",https://millercenter.org/the-presidency/presidential-speeches/january-29-1984-address-announcing-his-candidacy-reelection,"Ronald_Reagan_1984-01-29T13:00:00-05:00_January_29,_1984:_Address_Announcing_His_Candidacy_for_Reelection.json",712,20,25,28.09,35.11,0.4444,Other,False,spoken_era
Ronald Reagan,1984-04-30,1984,"April 30, 1984: Remarks in a Fudan University Classroom",https://millercenter.org/the-presidency/presidential-speeches/april-30-1984-remarks-fudan-university-classroom,"Ronald_Reagan_1984-04-30T15:10:00-04:00_April_30,_1984:_Remarks_in_a_Fudan_University_Classroom_.json",2840,108,80,38.03,28.17,0.5745,Other,False,spoken_era
Ronald Reagan,1984-05-28,1984,"May 28, 1984: Remarks Honoring the Vietnam War’s Unknown Soldier",https://millercenter.org/the-presidency/presidential-speeches/may-28-1984-remarks-honoring-vietnam-wars-unknown-soldier,"Ronald_Reagan_1984-05-28T14:00:00-04:00_May_28,_1984:_Remarks_Honoring_the_Vietnam_War’s_Unknown_Soldier.json",2363,10,104,4.23,44.01,0.0877,Other,False,spoken_era
Ronald Reagan,1984-06-03,1984,"June 3, 1984: Remarks to the Citizens of Ballyporeen, Ireland",https://millercenter.org/the-presidency/presidential-speeches/june-3-1984-remarks-citizens-ballyporeen-ireland,"Ronald_Reagan_1984-06-03T14:00:00-04:00_June_3,_1984:_Remarks_to_the_Citizens_of_Ballyporeen,_Ireland.json",2296,126,40,54.88,17.42,0.759,Other,False,spoken_era
Ronald Reagan,1984-06-06,1984,"June 6, 1984: 40th Anniversary of D-Day",https://millercenter.org/the-presidency/presidential-speeches/june-6-1984-40th-anniversary-d-day,"Ronald_Reagan_1984-06-06T14:00:00-04:00_June_6,_1984:_40th_Anniversary_of_D-Day.json",1836,12,44,6.54,23.97,0.2143,Other,False,spoken_era
Ronald Reagan,1984-08-23,1984,"August 23, 1984: Republican National Convention",https://millercenter.org/the-presidency/presidential-speeches/august-23-1984-republican-national-convention,"Ronald_Reagan_1984-08-23T14:00:00-04:00_August_23,_1984:_Republican_National_Convention.json",5029,34,211,6.76,41.96,0.1388,Other,False,spoken_era
Ronald Reagan,1984-10-07,1984,"October 7, 1984: Debate with Walter Mondale (Domestic Issues)",https://millercenter.org/the-presidency/presidential-speeches/october-7-1984-debate-walter-mondale-domestic-issues,"Ronald_Reagan_1984-10-07T13:00:00-04:00_October_7,_1984:_Debate_with_Walter_Mondale_(Domestic_Issues).json",15335,447,376,29.15,24.52,0.5431,Debate,False,spoken_era
Ronald Reagan,1984-10-21,1984,"October 21, 1984: Debate with Walter Mondale (Defense and Foreign Policy)",https://millercenter.org/the-presidency/presidential-speeches/october-21-1984-debate-walter-mondale-defense-and-foreign,"Ronald_Reagan_1984-10-21T13:00:00-04:00_October_21,_1984:_Debate_with_Walter_Mondale_(Defense_and_Foreign_Policy).json",13904,309,450,22.22,32.36,0.4071,Debate,False,spoken_era
Ronald Reagan,1985-01-21,1985,"January 21, 1985: Second Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/january-21-1985-second-inaugural-address,"Ronald_Reagan_1985-01-21T13:00:00-05:00_January_21,_1985:_Second_Inaugural_Address.json",2569,25,153,9.73,59.56,0.1404,Inaugural Address,False,spoken_era
Ronald Reagan,1985-02-06,1985,"February 6, 1985: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/february-6-1985-state-union-address,"Ronald_Reagan_1985-02-06T13:00:00-05:00_February_6,_1985:_State_of_the_Union_Address.json",4210,24,215,5.7,51.07,0.1004,State of the Union,True,spoken_era
Ronald Reagan,1985-05-05,1985,"May 5, 1985: Bergen-Belsen Concentration Camp",https://millercenter.org/the-presidency/presidential-speeches/may-5-1985-bergen-belsen-concentration-camp,"Ronald_Reagan_1985-05-05T14:00:00-04:00_May_5,_1985:_Bergen-Belsen_Concentration_Camp.json",1144,13,39,11.36,34.09,0.25,Other,False,spoken_era
Ronald Reagan,1985-11-21,1985,"November 21, 1985: Speech on the Geneva Summit",https://millercenter.org/the-presidency/presidential-speeches/november-21-1985-speech-geneva-summit,"Ronald_Reagan_1985-11-21T13:00:00-05:00_November_21,_1985:_Speech_on_the_Geneva_Summit.json",2390,55,117,23.01,48.95,0.3198,Other,False,spoken_era
Ronald Reagan,1986-01-28,1986,"January 28, 1986: Address on the Space Shuttle ""Challenger""",https://millercenter.org/the-presidency/presidential-speeches/january-28-1986-address-space-shuttle-challenger,"Ronald_Reagan_1986-01-28T13:00:00-05:00_January_28,_1986:_Address_on_the_Space_Shuttle_""Challenger"".json",646,11,38,17.03,58.82,0.2245,Other,False,spoken_era
Ronald Reagan,1986-02-04,1986,"February 4, 1986: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/february-4-1986-state-union-address,"Ronald_Reagan_1986-02-04T13:00:00-05:00_February_4,_1986:_State_of_the_Union_Address.json",3480,41,159,11.78,45.69,0.205,State of the Union,True,spoken_era
Ronald Reagan,1986-04-14,1986,"April 14, 1986: Speech to the Nation on Air Strikes Against Libya",https://millercenter.org/the-presidency/presidential-speeches/april-14-1986-speech-nation-air-strikes-against-libya,"Ronald_Reagan_1986-04-14T14:00:00-05:00_April_14,_1986:_Speech_to_the_Nation_on_Air_Strikes_Against_Libya.json",977,15,31,15.35,31.73,0.3261,Other,False,spoken_era
Ronald Reagan,1986-09-14,1986,"September 14, 1986: Speech to the Nation on the Campaign Against Drug Abuse",https://millercenter.org/the-presidency/presidential-speeches/september-14-1986-speech-nation-campaign-against-drug-abuse,"Ronald_Reagan_1986-09-14T14:00:00-04:00_September_14,_1986:_Speech_to_the_Nation_on_the_Campaign_Against_Drug_Abuse.json",2920,35,133,11.99,45.55,0.2083,Other,False,spoken_era
Ronald Reagan,1986-10-13,1986,"October 13, 1986: Address on the Meetings with Soviet Premier Gorbachev",https://millercenter.org/the-presidency/presidential-speeches/october-13-1986-address-meetings-soviet-premier-gorbachev,"Ronald_Reagan_1986-10-13T13:00:00-04:00_October_13,_1986:_Address_on_the_Meetings_with_Soviet_Premier_Gorbachev.json",2945,56,131,19.02,44.48,0.2995,Other,False,spoken_era
Ronald Reagan,1986-10-22,1986,"October 22, 1986: Remarks on Signing the Tax Reform Act",https://millercenter.org/the-presidency/presidential-speeches/october-22-1986-remarks-signing-tax-reform-act,"Ronald_Reagan_1986-10-22T13:00:00-04:00_October_22,_1986:_Remarks_on_Signing_the_Tax_Reform_Act.json",1415,19,43,13.43,30.39,0.3065,Other,False,spoken_era
Ronald Reagan,1987-01-27,1987,"January 27, 1987: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-27-1987-state-union-address,"Ronald_Reagan_1987-01-27T13:00:00-05:00_January_27,_1987:_State_of_the_Union_Address.json",3776,61,178,16.15,47.14,0.2552,State of the Union,True,spoken_era
Ronald Reagan,1987-03-04,1987,"March 4, 1987: Address to the Nation on Iran-Contra",https://millercenter.org/the-presidency/presidential-speeches/march-4-1987-address-nation-iran-contra,"Ronald_Reagan_1987-03-04T13:00:00-05:00_March_4,_1987:_Address_to_the_Nation_on_Iran-Contra.json",1888,115,15,60.91,7.94,0.8846,Other,False,spoken_era
Ronald Reagan,1987-06-12,1987,"June 12, 1987: Address from the Brandenburg Gate (Berlin Wall)",https://millercenter.org/the-presidency/presidential-speeches/june-12-1987-address-brandenburg-gate-berlin-wall,"Ronald_Reagan_1987-06-12T14:00:00-04:00_June_12,_1987:_Address_from_the_Brandenburg_Gate_(Berlin_Wall).json",2691,52,40,19.32,14.86,0.5652,Other,False,spoken_era
Ronald Reagan,1987-12-08,1987,"December 8, 1987: Remarks at the Signing of the INF Treaty with Soviet Premier Gorbachev",https://millercenter.org/the-presidency/presidential-speeches/december-8-1987-remarks-signing-inf-treaty-soviet-premier,"Ronald_Reagan_1987-12-08T13:00:00-05:00_December_8,_1987:_Remarks_at_the_Signing_of_the_INF_Treaty_with_Soviet_Premier_Gorbachev.json",947,8,24,8.45,25.34,0.25,Other,False,spoken_era
Ronald Reagan,1987-12-10,1987,"December 10, 1987: Address to the Nation on the Soviet-U.S. Summit Meeting",https://millercenter.org/the-presidency/presidential-speeches/december-10-1987-address-nation-soviet-us-summit-meeting,"Ronald_Reagan_1987-12-10T13:00:00-05:00_December_10,_1987:_Address_to_the_Nation_on_the_Soviet-U.S._Summit_Meeting.json",2721,49,94,18.01,34.55,0.3427,Other,False,spoken_era
Ronald Reagan,1988-01-25,1988,"January 25, 1988: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-25-1988-state-union-address,"Ronald_Reagan_1988-01-25T13:00:00-05:00_January_25,_1988:_State_of_the_Union_Address.json",4838,65,192,13.44,39.69,0.2529,State of the Union,True,spoken_era
Ronald Reagan,1988-05-31,1988,"May 31, 1988: Address at Moscow State University",https://millercenter.org/the-presidency/presidential-speeches/may-31-1988-address-moscow-state-university,"Ronald_Reagan_1988-05-31T14:00:00-04:00_May_31,_1988:_Address_at_Moscow_State_University.json",7028,162,112,23.05,15.94,0.5912,Other,False,spoken_era
Ronald Reagan,1988-08-15,1988,"August 15, 1988: Farewell Address at the Republican National Convention",https://millercenter.org/the-presidency/presidential-speeches/august-15-1988-farewell-address-republican-national-convention,"Ronald_Reagan_1988-08-15T14:00:00-04:00_August_15,_1988:_Farewell_Address_at_the_Republican_National_Convention.json",4451,103,183,23.14,41.11,0.3601,Farewell Address,False,spoken_era
Ronald Reagan,1988-09-26,1988,"September 26, 1988: Address to the United Nations",https://millercenter.org/the-presidency/presidential-speeches/september-26-1988-address-united-nations,"Ronald_Reagan_1988-09-26T13:00:00-04:00_September_26,_1988:_Address_to_the_United_Nations.json",4959,63,99,12.7,19.96,0.3889,Other,False,spoken_era
Ronald Reagan,1988-11-11,1988,"November 11, 1988: Remarks at the Veteran's Day Ceremony",https://millercenter.org/the-presidency/presidential-speeches/november-11-1988-remarks-veterans-day-ceremony,"Ronald_Reagan_1988-11-11T13:00:00-05:00_November_11,_1988:_Remarks_at_the_Veteran's_Day_Ceremony.json",282,0,22,0.0,78.01,0.0,Other,False,spoken_era
Ronald Reagan,1988-12-16,1988,"December 16, 1988: Speech on Foreign Policy",https://millercenter.org/the-presidency/presidential-speeches/december-16-1988-speech-foreign-policy,"Ronald_Reagan_1988-12-16T13:00:00-05:00_December_16,_1988:_Speech_on_Foreign_Policy.json",7047,146,164,20.72,23.27,0.471,Other,False,spoken_era
Ronald Reagan,1989-01-11,1989,"January 11, 1989: Farewell Address",https://millercenter.org/the-presidency/presidential-speeches/january-11-1989-farewell-address,"Ronald_Reagan_1989-01-11T13:00:00-05:00_January_11,_1989:_Farewell_Address.json",3300,99,106,30.0,32.12,0.4829,Farewell Address,False,spoken_era
Rutherford B. Hayes,1877-03-05,1877,"March 5, 1877: Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-5-1877-inaugural-address,"Rutherford_B._Hayes_1877-03-05T13:03:58-04:56_March_5,_1877:_Inaugural_Address.json",2487,38,28,15.28,11.26,0.5758,Inaugural Address,False,written_era
Rutherford B. Hayes,1877-06-22,1877,"June 22, 1877: Prohibition of Federal Employees’ Political Involvement",https://millercenter.org/the-presidency/presidential-speeches/june-22-1877-prohibition-federal-employees-political,"Rutherford_B._Hayes_1877-06-22T12:30:58-04:56_June_22,_1877:_Prohibition_of_Federal_Employees’_Political_Involvement.json",144,2,0,13.89,0.0,1.0,Other,False,written_era
Rutherford B. Hayes,1877-07-18,1877,"July 18, 1877: Message Regarding Railroad Strike",https://millercenter.org/the-presidency/presidential-speeches/july-18-1877-message-regarding-railroad-strike,"Rutherford_B._Hayes_1877-07-18T14:13:58-04:56_July_18,_1877:_Message_Regarding_Railroad_Strike.json",303,4,0,13.2,0.0,1.0,Other,False,written_era
Rutherford B. Hayes,1877-12-03,1877,"December 3, 1877: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1877-first-annual-message,"Rutherford_B._Hayes_1877-12-03T13:03:58-04:56_December_3,_1877:_First_Annual_Message.json",10642,110,76,10.34,7.14,0.5914,Annual Message,True,written_era
Rutherford B. Hayes,1878-02-08,1878,"February 8, 1878: Veto of Bland-Allison Act",https://millercenter.org/the-presidency/presidential-speeches/february-8-1878-veto-bland-allison-act,"Rutherford_B._Hayes_1878-02-08T14:17:58-04:56_February_8,_1878:_Veto_of_Bland-Allison_Act.json",1120,15,0,13.39,0.0,1.0,Other,False,written_era
Rutherford B. Hayes,1878-12-02,1878,"December 2, 1878: Second Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-2-1878-second-annual-message,"Rutherford_B._Hayes_1878-12-02T13:03:58-04:56_December_2,_1878:_Second_Annual_Message.json",7784,28,43,3.6,5.52,0.3944,Annual Message,True,written_era
Rutherford B. Hayes,1879-03-01,1879,"March 1, 1879: Veto Message Regarding Immigration Legislation",https://millercenter.org/the-presidency/presidential-speeches/march-1-1879-veto-message-regarding-immigration-legislation,"Rutherford_B._Hayes_1879-03-01T14:19:58-04:56_March_1,_1879:_Veto_Message_Regarding_Immigration_Legislation.json",3171,11,47,3.47,14.82,0.1897,Other,False,written_era
Rutherford B. Hayes,1879-04-26,1879,"April 26, 1879: Proclamation Regarding Indian Territory",https://millercenter.org/the-presidency/presidential-speeches/april-26-1879-proclamation-regarding-indian-territory,"Rutherford_B._Hayes_1879-04-26T14:22:58-04:56_April_26,_1879:_Proclamation_Regarding_Indian_Territory.json",387,5,0,12.92,0.0,1.0,Other,False,written_era
Rutherford B. Hayes,1879-04-29,1879,"April 29, 1879: Veto of Army Appropriations Bill",https://millercenter.org/the-presidency/presidential-speeches/april-29-1879-veto-army-appropriations-bill,"Rutherford_B._Hayes_1879-04-29T14:24:58-04:56_April_29,_1879:_Veto_of_Army_Appropriations_Bill.json",4874,21,22,4.31,4.51,0.4884,Other,False,written_era
Rutherford B. Hayes,1879-05-12,1879,"May 12, 1879: Message Regarding Election Regulations",https://millercenter.org/the-presidency/presidential-speeches/may-12-1879-message-regarding-election-regulations,"Rutherford_B._Hayes_1879-05-12T14:29:58-04:56_May_12,_1879:_Message_Regarding_Election_Regulations.json",2360,15,6,6.36,2.54,0.7143,Other,False,written_era
Rutherford B. Hayes,1879-05-29,1879,"May 29, 1879: Veto Messages Regarding Appropriations Legislation",https://millercenter.org/the-presidency/presidential-speeches/may-29-1879-veto-messages-regarding-appropriations-legislation,"Rutherford_B._Hayes_1879-05-29T14:35:58-04:56_May_29,_1879:_Veto_Messages_Regarding_Appropriations_Legislation.json",4072,27,1,6.63,0.25,0.9643,Other,False,written_era
Rutherford B. Hayes,1879-12-01,1879,"December 1, 1879: Third Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-1-1879-third-annual-message,"Rutherford_B._Hayes_1879-12-01T13:03:58-04:56_December_1,_1879:_Third_Annual_Message.json",11536,60,43,5.2,3.73,0.5825,Annual Message,True,written_era
Rutherford B. Hayes,1880-03-08,1880,"March 8, 1880: Message Regarding Central American Canal",https://millercenter.org/the-presidency/presidential-speeches/march-8-1880-message-regarding-central-american-canal,"Rutherford_B._Hayes_1880-03-08T14:43:58-04:56_March_8,_1880:_Message_Regarding_Central_American_Canal.json",539,6,7,11.13,12.99,0.4615,Other,False,written_era
Rutherford B. Hayes,1880-06-15,1880,"June 15, 1880: Veto Message Regarding Military Legislation",https://millercenter.org/the-presidency/presidential-speeches/june-15-1880-veto-message-regarding-military-legislation,"Rutherford_B._Hayes_1880-06-15T14:48:58-04:56_June_15,_1880:_Veto_Message_Regarding_Military_Legislation.json",3560,10,20,2.81,5.62,0.3333,Other,False,written_era
Rutherford B. Hayes,1880-12-06,1880,"December 6, 1880: Fourth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-6-1880-fourth-annual-message,"Rutherford_B._Hayes_1880-12-06T13:03:58-04:56_December_6,_1880:_Fourth_Annual_Message.json",13249,72,110,5.43,8.3,0.3956,Annual Message,True,written_era
Rutherford B. Hayes,1881-03-03,1881,"March 3, 1881: Veto Message Regarding Economic Legislation",https://millercenter.org/the-presidency/presidential-speeches/march-3-1881-veto-message-regarding-economic-legislation,"Rutherford_B._Hayes_1881-03-03T14:51:58-04:56_March_3,_1881:_Veto_Message_Regarding_Economic_Legislation.json",1235,16,2,12.96,1.62,0.8889,Other,False,written_era
